sample interval	     V5	     V2
            958	 -0.285	 -0.270
            959	 -0.290	 -0.270
            960	 -0.290	 -0.250
            961	 -0.270	 -0.240
            962	 -0.270	 -0.255
            963	 -0.280	 -0.260
            964	 -0.295	 -0.265
            965	 -0.305	 -0.260
            966	 -0.290	 -0.250
            967	 -0.290	 -0.240
            968	 -0.285	 -0.250
            969	 -0.285	 -0.255
            970	 -0.285	 -0.270
            971	 -0.295	 -0.265
            972	 -0.295	 -0.250
            973	 -0.280	 -0.235
            974	 -0.270	 -0.235
            975	 -0.270	 -0.255
            976	 -0.275	 -0.255
            977	 -0.270	 -0.250
            978	 -0.250	 -0.235
            979	 -0.240	 -0.185
            980	 -0.230	 -0.130
            981	 -0.225	  0.075
            982	 -0.200	  0.440
            983	 -0.170	  0.720
            984	 -0.095	  0.665
            985	  0.055	  0.410
            986	  0.350	  0.235
            987	  0.715	  0.160
            988	  0.880	  0.095
            989	  0.700	  0.045
            990	  0.390	 -0.025
            991	  0.205	 -0.105
            992	  0.150	 -0.235
            993	  0.150	 -0.375
            994	  0.145	 -0.530
            995	  0.125	 -0.705
            996	  0.110	 -0.900
            997	  0.125	 -1.095
            998	  0.135	 -1.290
            999	  0.140	 -1.600
           1000	  0.120	 -1.730
           1001	  0.110	 -1.865
           1002	  0.090	 -2.015
           1003	  0.090	 -2.205
           1004	  0.090	 -2.430
           1005	  0.080	 -2.590
           1006	  0.060	 -2.705
           1007	  0.045	 -2.790
           1008	  0.035	 -2.875
           1009	 -0.010	 -2.980
           1010	 -0.045	 -3.070
           1011	 -0.100	 -3.145
           1012	 -0.170	 -3.170
           1013	 -0.220	 -3.195
           1014	 -0.265	 -3.205
           1015	 -0.310	 -3.240
           1016	 -0.375	 -3.255
           1017	 -0.460	 -3.280
           1018	 -0.550	 -3.275
           1019	 -0.600	 -3.250
           1020	 -0.600	 -3.260
           1021	 -0.590	 -3.245
           1022	 -0.570	 -3.235
           1023	 -0.525	 -3.235
           1024	 -0.500	 -3.195
           1025	 -0.485	 -3.120
           1026	 -0.480	 -3.025
           1027	 -0.485	 -2.900
           1028	 -0.490	 -2.770
           1029	 -0.480	 -2.610
           1030	 -0.485	 -2.405
           1031	 -0.450	 -2.175
           1032	 -0.420	 -1.925
           1033	 -0.375	 -1.685
           1034	 -0.335	 -1.440
           1035	 -0.320	 -1.185
           1036	 -0.315	 -0.935
           1037	 -0.320	 -0.710
           1038	 -0.320	 -0.495
           1039	 -0.305	 -0.300
           1040	 -0.295	 -0.145
           1041	 -0.300	  0.005
           1042	 -0.295	  0.175
           1043	 -0.280	  0.320
           1044	 -0.270	  0.455
           1045	 -0.255	  0.535
           1046	 -0.250	  0.590
           1047	 -0.230	  0.635
           1048	 -0.225	  0.695
           1049	 -0.220	  0.735
           1050	 -0.210	  0.770
           1051	 -0.215	  0.790
           1052	 -0.225	  0.815
           1053	 -0.235	  0.830
           1054	 -0.245	  0.870
           1055	 -0.225	  0.895
           1056	 -0.210	  0.925
           1057	 -0.210	  0.960
           1058	 -0.195	  0.975
           1059	 -0.200	  1.010
           1060	 -0.215	  1.045
           1061	 -0.215	  1.085
           1062	 -0.220	  1.115
           1063	 -0.225	  1.135
           1064	 -0.230	  1.150
           1065	 -0.230	  1.155
           1066	 -0.250	  1.190
           1067	 -0.245	  1.230
           1068	 -0.250	  1.255
           1069	 -0.240	  1.290
           1070	 -0.235	  1.310
           1071	 -0.235	  1.330
           1072	 -0.245	  1.360
           1073	 -0.240	  1.405
           1074	 -0.245	  1.435
           1075	 -0.255	  1.480
           1076	 -0.260	  1.490
           1077	 -0.275	  1.500
           1078	 -0.275	  1.540
           1079	 -0.260	  1.580
           1080	 -0.255	  1.625
           1081	 -0.255	  1.635
           1082	 -0.260	  1.645
           1083	 -0.265	  1.665
           1084	 -0.265	  1.705
           1085	 -0.250	  1.750
           1086	 -0.240	  1.775
           1087	 -0.235	  1.785
           1088	 -0.225	  1.800
           1089	 -0.230	  1.810
           1090	 -0.230	  1.825
           1091	 -0.215	  1.850
           1092	 -0.210	  1.865
           1093	 -0.220	  1.875
           1094	 -0.210	  1.870
           1095	 -0.215	  1.850
           1096	 -0.210	  1.860
           1097	 -0.195	  1.860
           1098	 -0.175	  1.865
           1099	 -0.150	  1.860
           1100	 -0.145	  1.830
           1101	 -0.155	  1.795
           1102	 -0.160	  1.770
           1103	 -0.165	  1.765
           1104	 -0.145	  1.735
           1105	 -0.140	  1.695
           1106	 -0.130	  1.645
           1107	 -0.125	  1.590
           1108	 -0.105	  1.540
           1109	 -0.100	  1.495
           1110	 -0.085	  1.455
           1111	 -0.075	  1.385
           1112	 -0.080	  1.325
           1113	 -0.105	  1.245
           1114	 -0.100	  1.205
           1115	 -0.095	  1.145
           1116	 -0.095	  1.095
           1117	 -0.085	  1.040
           1118	 -0.090	  0.960
           1119	 -0.100	  0.885
           1120	 -0.115	  0.845
           1121	 -0.100	  0.790
           1122	 -0.090	  0.750
           1123	 -0.090	  0.690
           1124	 -0.095	  0.615
           1125	 -0.115	  0.555
           1126	 -0.125	  0.505
           1127	 -0.120	  0.465
           1128	 -0.110	  0.425
           1129	 -0.115	  0.385
           1130	 -0.120	  0.335
           1131	 -0.120	  0.290
           1132	 -0.140	  0.255
           1133	 -0.140	  0.240
           1134	 -0.135	  0.215
           1135	 -0.140	  0.190
           1136	 -0.160	  0.155
           1137	 -0.170	  0.110
           1138	 -0.180	  0.100
           1139	 -0.175	  0.090
           1140	 -0.175	  0.080
           1141	 -0.165	  0.065
           1142	 -0.180	  0.030
           1143	 -0.190	  0.015
           1144	 -0.200	  0.000
           1145	 -0.200	 -0.005
           1146	 -0.185	 -0.005
           1147	 -0.195	 -0.010
           1148	 -0.180	 -0.030
           1149	 -0.205	 -0.040
           1150	 -0.215	 -0.030
           1151	 -0.215	 -0.035
           1152	 -0.210	 -0.030
           1153	 -0.210	 -0.040
           1154	 -0.220	 -0.050
           1155	 -0.230	 -0.060
           1156	 -0.235	 -0.050
           1157	 -0.230	 -0.040
           1158	 -0.220	 -0.035
           1159	 -0.220	 -0.045
           1160	 -0.225	 -0.045
           1161	 -0.230	 -0.055
           1162	 -0.235	 -0.050
           1163	 -0.230	 -0.050
           1164	 -0.225	 -0.035
           1165	 -0.225	 -0.035
           1166	 -0.235	 -0.050
           1167	 -0.240	 -0.040
           1168	 -0.255	 -0.050
           1169	 -0.240	 -0.045
           1170	 -0.230	 -0.040
           1171	 -0.230	 -0.030
           1172	 -0.235	 -0.065
           1173	 -0.255	 -0.060
           1174	 -0.260	 -0.050
           1175	 -0.250	 -0.040
           1176	 -0.245	 -0.040
           1177	 -0.245	 -0.040
           1178	 -0.245	 -0.055
           1179	 -0.250	 -0.070
           1180	 -0.260	 -0.055
           1181	 -0.260	 -0.055
           1182	 -0.240	 -0.045
           1183	 -0.250	 -0.045
           1184	 -0.260	 -0.065
           1185	 -0.250	 -0.080
           1186	 -0.260	 -0.085
           1187	 -0.255	 -0.070
           1188	 -0.245	 -0.065
           1189	 -0.245	 -0.080
           1190	 -0.260	 -0.090
           1191	 -0.260	 -0.105
           1192	 -0.255	 -0.105
           1193	 -0.260	 -0.095
           1194	 -0.260	 -0.095
           1195	 -0.255	 -0.105
           1196	 -0.265	 -0.115
           1197	 -0.275	 -0.130
           1198	 -0.280	 -0.140
           1199	 -0.270	 -0.125
           1200	 -0.265	 -0.135
           1201	 -0.260	 -0.135
           1202	 -0.275	 -0.145
           1203	 -0.275	 -0.160
           1204	 -0.285	 -0.160
           1205	 -0.280	 -0.155
           1206	 -0.270	 -0.160
           1207	 -0.275	 -0.170
           1208	 -0.275	 -0.165
           1209	 -0.290	 -0.180
           1210	 -0.300	 -0.190
           1211	 -0.285	 -0.195
           1212	 -0.280	 -0.175
           1213	 -0.280	 -0.175
           1214	 -0.290	 -0.205
           1215	 -0.290	 -0.205
           1216	 -0.300	 -0.215
           1217	 -0.300	 -0.210
           1218	 -0.275	 -0.200
           1219	 -0.285	 -0.200
           1220	 -0.285	 -0.220
           1221	 -0.295	 -0.225
           1222	 -0.305	 -0.230
           1223	 -0.300	 -0.210
           1224	 -0.290	 -0.205
           1225	 -0.285	 -0.210
           1226	 -0.285	 -0.240
           1227	 -0.305	 -0.250
           1228	 -0.305	 -0.240
           1229	 -0.300	 -0.230
           1230	 -0.290	 -0.230
           1231	 -0.300	 -0.230
           1232	 -0.295	 -0.250
           1233	 -0.315	 -0.255
           1234	 -0.315	 -0.245
           1235	 -0.310	 -0.245
           1236	 -0.300	 -0.245
           1237	 -0.300	 -0.240
           1238	 -0.305	 -0.265
           1239	 -0.305	 -0.260
           1240	 -0.320	 -0.255
           1241	 -0.300	 -0.250
           1242	 -0.295	 -0.245
           1243	 -0.295	 -0.245
           1244	 -0.300	 -0.255
           1245	 -0.315	 -0.270
           1246	 -0.320	 -0.270
           1247	 -0.310	 -0.275
           1248	 -0.305	 -0.250
           1249	 -0.290	 -0.255
           1250	 -0.300	 -0.260
           1251	 -0.310	 -0.280
           1252	 -0.315	 -0.275
           1253	 -0.305	 -0.260
           1254	 -0.300	 -0.265
           1255	 -0.300	 -0.260
           1256	 -0.295	 -0.270
           1257	 -0.315	 -0.280
           1258	 -0.315	 -0.275
           1259	 -0.315	 -0.270
           1260	 -0.300	 -0.265
           1261	 -0.295	 -0.270
           1262	 -0.305	 -0.285
           1263	 -0.315	 -0.290
           1264	 -0.315	 -0.280
           1265	 -0.305	 -0.270
           1266	 -0.295	 -0.265
           1267	 -0.300	 -0.265
           1268	 -0.295	 -0.285
           1269	 -0.320	 -0.280
           1270	 -0.320	 -0.285
           1271	 -0.290	 -0.265
           1272	 -0.300	 -0.265
           1273	 -0.295	 -0.265
           1274	 -0.300	 -0.265
           1275	 -0.295	 -0.285
           1276	 -0.300	 -0.275
           1277	 -0.300	 -0.265
           1278	 -0.300	 -0.255
           1279	 -0.300	 -0.270
           1280	 -0.290	 -0.280
           1281	 -0.305	 -0.290
           1282	 -0.300	 -0.265
           1283	 -0.310	 -0.270
           1284	 -0.300	 -0.265
           1285	 -0.285	 -0.260
           1286	 -0.295	 -0.275
           1287	 -0.305	 -0.280
           1288	 -0.310	 -0.270
           1289	 -0.290	 -0.265
           1290	 -0.275	 -0.255
           1291	 -0.270	 -0.265
           1292	 -0.270	 -0.260
           1293	 -0.285	 -0.260
           1294	 -0.280	 -0.215
           1295	 -0.265	 -0.165
           1296	 -0.250	 -0.020
           1297	 -0.230	  0.250
           1298	 -0.205	  0.630
           1299	 -0.170	  0.850
           1300	 -0.130	  0.755
           1301	 -0.015	  0.510
           1302	  0.215	  0.330
           1303	  0.580	  0.240
           1304	  0.845	  0.170
           1305	  0.815	  0.125
           1306	  0.540	  0.060
           1307	  0.270	  0.015
           1308	  0.155	 -0.055
           1309	  0.135	 -0.160
           1310	  0.140	 -0.295
           1311	  0.135	 -0.430
           1312	  0.140	 -0.575
           1313	  0.140	 -0.740
           1314	  0.150	 -0.905
           1315	  0.165	 -1.095
           1316	  0.160	 -1.255
           1317	  0.160	 -1.415
           1318	  0.170	 -1.550
           1319	  0.170	 -1.670
           1320	  0.160	 -1.805
           1321	  0.145	 -1.970
           1322	  0.125	 -2.165
           1323	  0.125	 -2.385
           1324	  0.100	 -2.560
           1325	  0.100	 -2.660
           1326	  0.080	 -2.755
           1327	  0.050	 -2.845
           1328	  0.020	 -2.960
           1329	 -0.030	 -3.050
           1330	 -0.080	 -3.125
           1331	 -0.130	 -3.150
           1332	 -0.160	 -3.180
           1333	 -0.220	 -3.210
           1334	 -0.280	 -3.240
           1335	 -0.340	 -3.270
           1336	 -0.410	 -3.265
           1337	 -0.480	 -3.260
           1338	 -0.530	 -3.255
           1339	 -0.565	 -3.265
           1340	 -0.555	 -3.270
           1341	 -0.525	 -3.270
           1342	 -0.490	 -3.245
           1343	 -0.465	 -3.210
           1344	 -0.445	 -3.155
           1345	 -0.450	 -3.085
           1346	 -0.445	 -3.005
           1347	 -0.445	 -2.920
           1348	 -0.450	 -2.780
           1349	 -0.430	 -2.615
           1350	 -0.410	 -2.465
           1351	 -0.400	 -2.285
           1352	 -0.385	 -2.110
           1353	 -0.370	 -1.905
           1354	 -0.340	 -1.670
           1355	 -0.305	 -1.425
           1356	 -0.280	 -1.185
           1357	 -0.280	 -0.970
           1358	 -0.295	 -0.785
           1359	 -0.320	 -0.610
           1360	 -0.325	 -0.400
           1361	 -0.320	 -0.220
           1362	 -0.320	 -0.055
           1363	 -0.325	  0.110
           1364	 -0.320	  0.250
           1365	 -0.330	  0.385
           1366	 -0.325	  0.515
           1367	 -0.320	  0.615
           1368	 -0.295	  0.690
           1369	 -0.295	  0.745
           1370	 -0.290	  0.785
           1371	 -0.290	  0.825
           1372	 -0.290	  0.865
           1373	 -0.275	  0.915
           1374	 -0.275	  0.960
           1375	 -0.285	  0.990
           1376	 -0.275	  1.010
           1377	 -0.265	  1.030
           1378	 -0.265	  1.065
           1379	 -0.250	  1.110
           1380	 -0.250	  1.145
           1381	 -0.245	  1.160
           1382	 -0.245	  1.180
           1383	 -0.250	  1.185
           1384	 -0.240	  1.235
           1385	 -0.225	  1.250
           1386	 -0.230	  1.285
           1387	 -0.225	  1.290
           1388	 -0.230	  1.300
           1389	 -0.225	  1.310
           1390	 -0.235	  1.340
           1391	 -0.215	  1.365
           1392	 -0.200	  1.390
           1393	 -0.180	  1.410
           1394	 -0.185	  1.425
           1395	 -0.180	  1.455
           1396	 -0.175	  1.500
           1397	 -0.175	  1.545
           1398	 -0.175	  1.585
           1399	 -0.180	  1.635
           1400	 -0.200	  1.660
           1401	 -0.220	  1.685
           1402	 -0.230	  1.710
           1403	 -0.225	  1.755
           1404	 -0.235	  1.780
